SSN,NIF,Name,Phone,Address,Birthdate
412895237,929215267,Gabriel Torres,919228499,Montemor-o-Novo Alameda do Adro 823 7594-245,1996-03-06
747407046,941619940,Manuel de Brito,957516470,Almada Praça Bárbara Teixeira 7 2148-903,1988-07-03
306955539,645285825,Micael Batista,996420877,Braga Travessa Mendes 750 0750-081,1951-02-23
518600347,880343004,Jaime Matias,976015252,Porto Santo Alameda de Costa 7 1860-253,1965-06-28
375664179,405942011,Vitória Nascimento,918228673,Ourém Travessa Vaz 51 0269-731,1952-06-03
913801819,183131824,Emília de Guerreiro,956017496,Valbom Praça Kelly Garcia 9 4431-988,1971-08-09
372994233,648350930,Afonso Monteiro,947429868,Moura R. de Cartes 43 3070-870,2006-01-26
750963232,856656361,Irina Tavares,939543242,Santa Maria da Feira Av de São Vicente 46 1646-094,1951-08-23
970949070,922891573,Rodrigo Fonseca,916007170,Ribeira Grande Av Carlos Sousa 5 5581-619,1958-04-04
984421263,228990044,Adriana Guerreiro,960215609,Peso da Régua Alameda Carvalho 75 4411-158,2000-10-30
479028161,412934319,Dinis Brito,985932773,Setúbal Rua de Teixeira 40 2830-852,1992-02-21
202548041,321254149,Leonardo Gomes,975765765,Valpaços Praça de Martins S/N 6113-687,1964-02-18
218962736,509733848,Enzo Carneiro,996435187,Lourosa Avenida da Vila Expo 43 9926-199,1974-04-26
528086349,260805352,Gabriel Cruz,983371423,Pinhel Avenida Ferreira 37 3142-588,1946-10-25
820918463,810483103,Ismael Henriques-Nascimento,951472518,Alverca do Ribatejo Praça de Guerreiro S/N 2405-370,1948-11-10
198194834,430173283,Larissa Reis,946978150,Tavira Praça do Sextante 97 6823-332,1962-09-11
345190368,758616235,Bruno Nunes,922319799,Amora Rua da Vitória S/N 1773-722,1962-09-13
726201669,353773941,Sandro Moura,985277556,Viseu Avenida Nair Matias S/N 3386-958,1971-08-21
205872538,951719513,Vera Nogueira,930637594,Loulé Avenida de Faria 84 3381-296,1991-12-02
302216978,133377868,Daniel Fonseca,988697407,Lixa Avenida Mário Ruivo S/N 9735-725,2002-01-11
270191447,609812253,Sandro da Barbosa,904396099,Espinho Avenida Vitória Fernandes 59 9500-783,2002-04-07
260006390,271384021,Nelson Fonseca-Garcia,993192101,Vendas Novas Praça Almeida 745 1388-867,1985-03-25
723277873,481668452,Kévim Silva,984858945,Tavira Rua Batista 57 1453-589,1975-05-23
967006082,183792697,Leonardo Campos,944724121,Covilhã Praça de Garcia 4 9924-444,1997-11-29
168115015,626618204,Joana Araújo,921838489,Évora Rua Andrade 55 8974-904,1983-12-28
759766548,533918280,Denis da Loureiro,958302306,Peso da Régua Praça de Correia 1 7158-069,1959-07-07
944537663,215916400,Filipa Garcia,996141709,Santarém Alameda Joel Machado S/N 8298-012,2003-08-05
898457755,177786593,Margarida Oliveira,980452614,Vila Nova de Santo André Av Helena Barbosa 57 6065-824,1971-02-02
876974004,890962711,Irina da Silva,961223270,Albufeira Avenida de Irene de Castro 9 1661-830,2006-02-06
910648016,326564346,Bernardo Marques,970055214,Felgueiras R. de Batista 46 8140-068,2001-04-26
952145631,462017665,Nicole Andrade,949627698,Olhão Praça Leite 39 2169-819,1990-12-28
822712220,520629437,Alexandre Leite,944274686,Vizela Travessa de Soares 83 9686-880,1983-08-27
976317410,322513083,Soraia da Almeida,942176726,Loulé Rua Vieira 56 0930-351,1949-07-19
538017941,763305422,Íris Cardoso,985811583,Almeirim Avenida de Reis 8 3931-503,2000-09-02
352990676,356018337,Sara Mota,956681242,São Salvador de Lordelo Travessa Kyara Magalhães 7 5717-629,1977-10-23
285646674,721222191,Sebastião Cunha,926488594,Póvoa de Santa Iria Alameda de Santos 3 4289-089,1995-12-25
665087083,655506766,Caetana Torres,954207155,Sacavém Praça de Rocha 1 6439-353,1965-02-19
825099950,364288296,Wilson Borges,970829135,Santa Maria da Feira R. de Nogueira 359 1827-724,1953-04-15
855169287,852416301,Benjamim Gaspar,943952026,Moura Largo Correia 64 2732-082,1984-10-23
377812509,143419709,Isabela Rocha,927342260,Santa Cruz Praça Anjos 32 8635-017,1949-11-24
317499364,466984441,Kyara Morais,907999149,Vila Nova de Foz Côa Rua Mara Almeida 63 6076-523,1962-01-06
484555587,299065458,Mia Barbosa,913268848,Guarda Rua da Foz 6 9663-547,1956-12-16
547554072,341738897,Xavier Brito,946939917,Covilhã Largo do Pimenta 81 8480-687,1996-07-01
226732697,438100179,Hugo Leal-Nunes,946124017,Vila Nova de Famalicão Praça Martins 2 8405-753,1961-11-10
304678459,666697399,Francisca Miranda,916743841,Trofa Av da Companhia S/N 6670-491,1998-10-24
397109310,611907180,Pilar Pacheco,998376373,Figueira da Foz Praça Silva 7 1473-350,1952-01-22
759502466,845265686,Letícia Amaral,914146541,Santa Maria da Feira Av Ramos 764 5608-157,2001-03-31
721998173,966078499,Xavier Domingues-Pires,931256516,Costa da Caparica Alameda Freitas S/N 4727-461,2006-05-20
266283615,656129357,Valentina da Vaz,995306975,Barreiro Rua de Marques Marinho S/N 7191-245,1953-04-11
521740362,956966953,Lara de Garcia,917024848,Montemor-o-Novo Alameda Ricardo Pacheco 510 4818-507,1981-08-21
797653162,165516036,Bryan Machado,941227886,Funchal Alameda da Encarnação 218 7085-814,1958-12-20
808083824,165775230,Samuel Vicente,945388597,Santa Maria da Feira Travessa Cruz S/N 0888-101,1982-04-07
878841944,951877792,Kyara Cruz,900597886,Mêda Rua de Garcia 39 9326-332,1964-01-29
610286821,962963528,João Cardoso,975045213,Amora Travessa Ramos 13 8702-666,1960-10-06
242283342,925472394,Sebastião Pinheiro,960558404,Lagos Praça Neto 467 3772-653,1958-12-06
482061558,569818878,Emília Pinho-Loureiro,977699092,Fundão Praça de Garcia 11 3528-778,1994-07-03
769422017,379606759,Catarina Gomes,911223102,Montemor-o-Novo Travessa de Vieira 29 6189-191,1974-02-11
391122221,566095896,Lúcia Guerreiro,980208208,Silves Largo de Baptista 91 2651-168,1978-11-20
758397469,656792895,Leandro Lopes-Rocha,981016374,Peso da Régua R. de Branco S/N 8429-999,2004-08-20
996119373,572225202,Alexandre Pinho,948985917,Ponte de Sor R. Vera Simões 3 1062-981,1952-11-10
516775604,177984478,Vitória Matias,961190479,Valongo Av Kyara Garcia S/N 0243-506,1994-03-20
640035589,699591207,Vitória Miranda,922457903,Funchal Avenida de Borges 50 8812-302,1958-01-24
297129431,981936918,Edgar Santos,991765922,Portimão Praça Margarida Valente 86 9073-531,1981-02-06
717833240,111563601,Gabriel Assunção,945170227,Sines Rua Faria S/N 4512-298,1979-09-06
131028213,978420255,Ivan Teixeira-Cruz,992043348,Oliveira do Bairro Travessa Eva Barbosa 1 0802-349,1946-11-02
648687993,104722294,Gabriela Soares,970110977,Mirandela Travessa de Pacheco 8 7431-651,1981-08-13
514083213,450179374,Pilar Abreu,931023614,Ourém R. das Portas do Mar 91 9676-252,1971-03-25
322436244,354691740,Filipe Santos-Neves,927629955,Estremoz Alameda Noa Cardoso 754 5730-952,1951-03-30
911013372,989666217,Micael Faria,929022890,Chaves Avenida Magalhães 3 3098-020,1977-04-17
613470765,308976847,Salomé Guerreiro,917495389,Fundão Praça Correia S/N 9684-833,1984-09-25
786840854,482454692,Luciana Torres,962476942,Mealhada Praça Matias S/N 5932-681,1949-06-22
904887897,619711645,Érica Pereira-Barros,956847457,Porto Rua Vítor Gaspar 94 4192-660,2002-02-25
662456864,523019351,Gabriel de Garcia,995115535,Mirandela Largo de Guerreiro 54 5251-199,1981-11-26
979033256,283427851,Wilson Leal-Silva,947763766,Tomar Av Kévim Moreira 58 2827-813,1947-03-31
812311182,559433151,Enzo de Garcia,991068788,Valpaços Praça Iara Andrade 59 6491-427,1976-11-02
536261084,773541305,Naiara Barbosa,938149507,Covilhã Praça de Lima 757 5244-556,1988-06-16
791965901,575324169,Flor Nunes,949997402,Estarreja Alameda Ariana Borges 94 1774-401,1985-09-21
681563447,189020827,Emanuel de Carvalho,932769778,Rebordosa Largo de Henriques 7 4552-086,1955-12-17
725778481,728119523,Iara Coelho,962943995,Odivelas Alameda Teófilo Ferreira S/N 5730-132,1965-05-04
989559453,528025836,César Araújo,966810748,Aveiro R. Lourenço Anjos 18 9874-867,1976-06-28
822744595,845373330,Andreia Coelho,975984070,Entroncamento Largo de Barbosa 883 8496-681,1991-10-23
280413615,348650795,Márcio Loureiro,991325681,Rio Tinto R. de Barros S/N 2852-973,1974-12-27
814312992,303127030,Adriana Melo-Sá,940547053,Câmara de Lobos Travessa de Moradias Populares do Eng.º Machado Vaz 93 7945-533,1963-07-31
643009120,449713500,Benedita Machado,936784956,Freamunde R. da Bela Vista 139 1563-986,1947-04-27
658043176,708718895,Mariana Simões,975286617,Viseu Travessa de Gonçalves 35 9720-133,1985-03-31
634419252,717989720,Benedita Valente,930750510,Aveiro Largo de Esteves S/N 0833-143,1954-02-06
849438557,946539139,Nelson Pires,979061241,Montijo Av Batista 35 2586-229,1988-04-15
561019270,439337537,Gaspar Borges,925384673,Reguengos de Monsaraz Largo Maia 334 0452-166,1952-06-11
520314624,610222075,Nelson de Pereira,900748142,Covilhã Travessa de Lopes 54 9111-697,1968-04-04
177954084,500451849,Nair Gaspar,936905139,Santa Maria da Feira Travessa Miguel Simões 5 1026-983,1958-10-13
713290385,534433090,Melissa Jesus,956500095,Estarreja Largo de Batista 3 0544-835,1999-12-12
716593673,758532942,Emma Vaz-Monteiro,930477966,Cantanhede Alameda de Ribeiro 94 2763-747,1987-12-08
365034823,621219831,Mauro Oliveira-Macedo,988393125,Reguengos de Monsaraz Av de Macedo S/N 6514-362,1959-12-17
312948551,177401633,Larissa-Irina Nunes,935865805,Santa Comba Dão Travessa Emanuel Abreu 3 3793-744,2006-02-13
240457992,769688869,João de Lopes,924981959,Lisboa Largo Afonso Gomes 21 2815-156,1958-04-16
137241362,592742384,Lara de Ramos,975263627,Almada Avenida Yasmin Fernandes 690 6052-751,2003-06-28
849999860,408505743,Jéssica Alves,924159890,Mêda Avenida de S. João da Foz 92 0548-860,1983-05-31
891002585,129217462,Sebastião Baptista-Macedo,931858584,Abrantes Largo Bianca Moura 37 4288-015,1998-04-11
316465227,113887258,Alice Loureiro-Domingues,990121392,Almeirim Travessa Henriques S/N 7444-890,1978-03-08
411687585,644952904,Ariana do Macedo,921576617,Gandra Travessa de Belém 48 2724-893,1984-08-13
919664124,388529401,Simão Nunes,908637709,Gafanha da Nazaré Av Dinis Reis 211 5377-199,1949-08-07
764092565,141913580,Madalena-Eduarda Faria,936815650,Sintra R. Lorena Freitas 559 8560-468,1951-06-04
295819326,306199474,Santiago Lopes-Carneiro,983868216,Vila Franca de Xira Av Carneiro 52 3674-028,1954-07-25
254431122,707059539,Xavier Figueiredo,905909182,Funchal Avenida de Castro 48 5133-800,1976-07-10
360791866,815438570,Joana Cruz,993979378,Quarteira Travessa Renata Miranda 2 2296-788,2001-03-09
640842003,196613693,Camila Soares,976229782,Caniço Rua Gaspar Ribeiro 93 5460-473,1990-08-20
681125268,544155650,Júlia Jesus,935685015,Setúbal Praça Teixeira 95 2475-648,1990-05-15
952259180,419539802,Lourenço Anjos,970815151,Porto Santo Alameda do Longo 48 3130-445,1948-04-12
965152170,770987026,Caetana Simões,957961947,Portalegre Av de Pinto 19 1197-831,1974-05-13
191067930,349964708,Gonçalo Jesus,978404091,Gafanha da Nazaré Av Gaspar 1 6571-244,1991-12-09
863019350,783682723,Letícia Esteves,901281592,Pombal Av Nelson Monteiro S/N 0961-235,1960-11-14
989004436,203850881,Pedro Henriques,950454111,Costa da Caparica Rua do Borratém 81 8353-030,1985-07-02
336651370,181535975,Rafael Silva-Jesus,988839299,Fafe R. Gaspar 72 4555-992,1965-03-31
721731024,896141705,Tatiana do Machado,922132466,Fiães R. da Beneditina S/N 3959-799,1966-06-02
642091864,642514361,Carminho Monteiro,929147433,Póvoa de Varzim Avenida Miriam Vieira S/N 9586-429,1984-02-09
660711691,418616508,Mafalda do Vicente,980267453,Vila Nova de Famalicão Alameda de Santos 80 1170-994,1957-11-20
554031130,146153575,Mariana da Moreira,946539591,Mealhada Avenida dos Jacarandás 9 8011-097,1946-05-27
461777766,465570537,Luana Cruz,975525017,Serpa Rua de Alves 329 5521-606,1982-11-25
247183185,675920508,Nádia-Matilde Vaz,964258341,Vila Real Travessa de Cláudio Carneiro 5 8162-738,1984-11-14
316295046,421530270,Valentim Ramos,936692772,Trofa Av das Gáveas ao Parque das Nações 109 5596-447,1947-12-15
170344365,501121582,António Nunes,961816908,Santo Tirso Avenida de Santa Helena 24 8360-860,1988-03-09
918956090,546694476,Renato Jesus,977544520,Vendas Novas Avenida Domingues S/N 9435-940,1969-01-26
825708369,603987994,Lisandro Nunes,937677534,Gondomar R. de Araújo 22 1560-559,2000-10-23
474145363,739889825,Nelson Abreu,953595674,Vila Nova de Famalicão Av de Domingues 211 2834-019,1978-03-02
684132347,585293822,António Paiva,917043620,Albufeira Av de Pacheco 532 2343-483,1979-07-23
323075415,454271137,Carolina de Campos,982135464,Coimbra R. Gaspar Loureiro 4 8961-947,1955-12-09
363098285,909346056,Kelly do Abreu,960739089,Barcelos Avenida Igor Henriques S/N 4520-353,1994-04-06
430314460,139499477,Bianca Sá,938669854,Peniche R. de José Régio 520 1061-050,1969-03-22
998992763,186662284,Luís Pacheco,950649114,Miranda do Douro Praça Kevin Leite S/N 0194-063,1980-03-06
106933255,888448134,Noah Gomes,978557369,Guarda Travessa Lopes S/N 2938-442,1961-08-25
416270172,267293507,Gaspar Pinheiro,999460659,Pombal Travessa de Pinho 18 6219-844,1971-01-28
111308622,184951234,Noa Pinho,998815735,Mealhada Rua Abreu S/N 1432-339,1986-09-08
908440699,956411289,Vitória Sá,979597118,Elvas Av de Barbosa 419 2912-988,1954-02-04
862753062,103572136,Eva Neves,908736387,Albufeira Avenida das Galeotas ao Parque das Nações 63 4269-739,1984-03-17
999052041,649659088,Kevin Miranda,930483767,Póvoa de Varzim Praça de Lopes 51 2490-217,1952-11-09
946967584,742097973,Irina-Victória Borges,994633672,Peso da Régua Rua Cardoso S/N 4736-949,2000-09-12
938994619,946732763,Núria Assunção,960799191,Gouveia R. Monteiro 1 0193-330,1960-11-26
786159298,845326770,Adriana Gonçalves,967753748,Elvas Travessa Henriques 3 8963-643,1978-08-22
661304279,616312858,Xavier Amaral,945044318,Entroncamento Alameda Caetana Esteves 8 6687-584,1999-03-01
980451958,368516129,Cristiano Brito,905931071,Rebordosa Largo de Loureiro 85 9049-460,1968-06-26
289545734,199696893,Jorge Ramos,976730521,Ovar Rua do Pinzaleiro 199 5434-345,1978-09-29
610660028,594318988,Henrique Valente-Ramos,999793935,Macedo de Cavaleiros Alameda Assunção 44 3466-390,1967-02-04
431478372,403941214,Ricardo Borges,958859323,Horta Av de Loureiro 54 7300-675,1997-11-26
143711875,392550318,Kyara Tavares,965257214,Paços de Ferreira Avenida de Matias 24 1087-249,1958-01-25
427463624,988423969,Naiara Teixeira,971471329,Olhão R. Freitas 54 4812-223,1970-08-21
726151677,768845873,Teresa Oliveira,919179415,Estremoz Alameda Yasmin Marques 904 2004-430,1951-09-18
811378639,385273099,Dinis Barros,903749662,Mangualde Travessa Marques S/N 6745-561,1973-09-08
633021253,782672728,Fernando Carvalho,906313488,Vila Nova de Santo André R. de Barros 46 0179-046,1995-02-18
896560866,531634253,César Fernandes-Nogueira,902637448,Estremoz Av de Jesus 13 0515-730,1981-05-10
686302146,751548219,Tatiana Gomes-Fernandes,917128653,São Mamede de Infesta R. Ramos 22 7317-822,1998-02-11
131463595,444654077,Jaime Matias,943885868,Barreiro Rua da Quinta de Santo António 210 8581-113,1960-10-30
915355971,607566018,Rafael Lima,919614070,Tondela Alameda de São Miguel 68 3487-506,1977-09-10
413353410,384964251,Fábio Cardoso,992360276,Almada Av do Duro 7 7716-017,2000-11-24
459047788,951245130,Vitória Vieira,986704443,Guimarães R. de Almeida 16 2060-534,1991-05-30
714200486,860268242,Marco Nogueira,976221954,Gafanha da Nazaré Praça Luísa Melo 20 6873-376,2004-01-29
434500834,540350274,Salvador Garcia,974166869,Maia Av do Bicalho 951 8956-535,1989-04-20
851441772,589813562,Lucas Azevedo,972836804,Marco de Canaveses Largo Rui Matos 6 1773-178,1993-03-29
780088991,331656791,Filipe Morais,990868376,Amora Alameda do Dr. Antunes Guimarães 49 4372-662,1952-05-18
619589057,399513285,Tiago Nogueira,907926053,Maia Travessa Coronel Vítor Alves 228 0925-603,1977-08-12
980759530,233024869,Alexandre Lopes-Maia,918618040,Esposende Rua Vaz S/N 1311-044,1984-05-05
295205599,231209575,Sebastião da Matias,990255737,Caniço Avenida Nascimento 45 1106-504,1977-03-22
258892453,229423713,Alexandre Nascimento-Figueiredo,957466880,Sabugal Avenida Rocha 490 8313-117,1948-05-17
272026108,507254281,Isabela de Neto,927618668,Setúbal R. de Nun'Álvares Pereira 52 9202-108,1955-12-10
412609240,839346960,Larissa Reis,969468578,Gandra Rua Luísa Sá 50 4510-020,1963-01-23
738403064,450787430,Luna-Victória Miranda,940043788,Póvoa de Santa Iria Av Rodrigues 33 3122-336,2004-02-09
989239328,161998005,Madalena Tavares,936469344,Rio Maior Avenida da Universidade 86 0286-388,1954-06-16
213086628,184117784,Artur Silva,984866254,Rebordosa Largo Bernardo Barbosa 87 7594-454,1982-12-06
847169464,601562411,Érica Cruz,954150031,Trancoso Largo de Santo Estêvão S/N 4902-887,1957-10-06
316311263,498895899,Xavier Mendes,984428673,Bragança Av Pinto 25 4088-753,1962-01-20
204506196,246814352,Francisca Guerreiro,975446038,Vila Franca de Xira Praça de Fonseca 74 8483-327,1996-07-30
481645409,831964858,Daniel Araújo,907410840,Fátima Alameda de Pinheiro 42 0719-999,1991-11-04
323531043,246349149,Frederico Correia,907391311,Marco de Canaveses R. Lopes 6 5286-191,1983-09-01
882648607,854853679,Yasmin Fonseca,997976097,Lamego Travessa Andreia Lima 8 2762-510,1973-08-28
590708075,983745829,Ana Castro,951802207,Póvoa de Varzim Largo de Andrade 42 1478-196,1993-10-12
259533857,592822061,Petra Ramos,944573051,Fafe Travessa de Borges 29 4489-130,1954-08-03
941657761,398863390,Marta do Fonseca,904207938,Seia Travessa Gaspar 73 2303-159,1954-05-09
991807785,664426168,Carlota Abreu,970738106,Estremoz Alameda Abreu 69 5591-299,1996-08-07
950470925,573282527,Afonso Barbosa,921983315,Horta Alameda de Melo 16 0427-955,1993-03-09
560310654,559479781,Benedita Paiva,955161747,Vila do Conde R. Diana Ribeiro 114 7101-691,1995-04-09
599366557,374849028,Nuno Amorim,992335881,Caniço Av de Soares 155 2287-178,1990-05-29
469484695,645183051,Mafalda Maia,931559439,Peniche Avenida Abreu 86 4073-209,1955-03-16
110721354,244408957,Ismael Leal,921967992,Estarreja Avenida das Canas 34 1585-599,1959-06-27
674194295,971799516,Ivo Neto,903358596,Ovar R. Rui Magalhães 78 0465-885,1973-10-12
434246800,618214223,Tatiana-Luna Henriques,959694719,Barreiro Travessa da Música 77 9539-216,1957-11-23
589509326,741657717,Jorge Ribeiro,960384315,Macedo de Cavaleiros Rua Luciana Loureiro 47 1285-610,1992-08-20
418741961,188164810,Lara Rocha,932273180,Gafanha da Nazaré Rua Luana Ribeiro S/N 3848-794,1980-08-03
912517361,554161455,Benjamim Carneiro-Freitas,961592008,Oliveira do Hospital R. de Paiva 68 5085-213,1984-04-04
856814687,649945712,Francisca da Pacheco,957100523,Câmara de Lobos Rua de Torres 35 6456-513,1952-01-05
110935929,132359236,Nelson do Cunha,978599737,Santarém Rua de Moura S/N 2376-813,1993-04-06
361371518,149432163,Ivo Moreira,937521487,Santiago do Cacém R. Henriques 5 7561-411,2000-09-08
266590416,413983120,Margarida Freitas,939890730,Vale de Cambra R. da Boa Viagem 528 2288-626,1948-01-19
671976631,534954762,Gabriel Torres-Almeida,953031513,Vale de Cambra R. Costa 35 8332-773,1998-09-12
477582696,689059501,Lúcia da Vieira,995843742,Vila Nova de Santo André Av de Almeida S/N 1316-627,1958-05-28
669708249,692212724,Ângela Simões-Nogueira,977976130,Portalegre R. de São Francisco 27 0695-356,1957-02-14
449517285,957967222,Paulo Morais,946711916,Gouveia Travessa Luna Morais 48 5464-231,1971-10-01
166537956,281301023,Yasmin Baptista,968534320,Miranda do Douro Alameda de Sousa 78 4525-232,1982-05-05
764831466,281731680,Igor Melo,916855422,Rio Tinto Travessa José Barros S/N 8298-468,1973-12-02
823906511,695876108,Kelly Reis,905039103,Fundão Av da Asprela 14 6204-793,1996-10-10
576321171,671749300,Sofia Neves,964217347,Santarém Alameda de Sobre-o-Douro 700 7451-668,1998-11-01
685081706,528643427,Yasmin Loureiro,924274676,Peniche Alameda Bryan Simões 83 3397-802,1958-12-06
871094121,760613441,Vítor Pinheiro,943471959,Tondela Praça Ariana Gaspar 710 6994-449,1945-07-18
460997115,529954154,Noah Sá-Faria,974357297,Marinha Grande Alameda Correia 248 5383-122,1958-05-03
463209316,497974947,Tomás Melo,904247773,Seixal Travessa Barbosa 82 4428-762,1957-04-28
262405754,861328709,Rui Matias,986905309,Castelo Branco Rua de Costa 367 1423-325,1977-12-03
298051887,230486422,Nicole Lourenço,930912460,Vila Real de Santo António Alameda das Cebolas S/N 1658-063,1958-02-06
769056145,359574932,Guilherme Sá-Magalhães,940169846,Póvoa de Varzim Praça Miguel Oliveira S/N 6821-657,1983-03-15
918253863,474417541,Gaspar Pinho-Azevedo,943220402,Entroncamento Av Grande 79 7529-725,1980-11-22
542103978,556149661,Renata Sá,953766037,Guimarães R. Morais 18 3388-799,1972-05-13
453463892,466313858,Gaspar Leite,991016866,Costa da Caparica Largo Vicente 845 5369-607,1984-03-12
857668339,835311290,Yasmin Sá,982073533,Chaves Travessa Amália Rodrigues 44 1675-705,1961-10-15
310633582,778199044,Artur Henriques,989493777,Marinha Grande Avenida Leonardo Vieira 80 9727-957,1959-09-04
331324139,224779460,Kelly Matos,924468312,Lixa R. de Leite 90 9596-361,1981-04-02
927945734,529706958,Luísa Reis,957987948,Cantanhede R. Lopes 683 9927-543,1959-06-06
481327802,618095055,Noah Alves,971847067,Estarreja Largo Carneiro 71 1260-109,1954-01-05
222041746,334563029,Guilherme Gaspar,937627173,Fátima Largo Pinto 91 8977-022,1963-11-30
371158954,343318793,Frederico Santos,954801294,Mêda Avenida Neves 75 4646-241,1962-08-24
308134436,595997575,Henrique Santos,925702999,Viana do Castelo Largo Luís Neves 83 4847-399,1994-11-24
360307946,600546458,Luna Pinto,955500847,Loures Avenida Matias 143 3657-002,1972-08-10
664099519,298253962,Sara Garcia,920504111,Covilhã Alameda de Pacheco 994 8570-553,2002-10-22
121966980,113814750,Marcos Pires,982942156,Lisboa Largo Associação Empresarial de Portugal 69 4777-271,1952-05-11
196361584,549107088,Igor Rodrigues-Sousa,947570323,Rio Maior Avenida Tiago Matos S/N 6502-445,1992-11-07
885985306,748760295,Daniel do Ramos,969634489,Funchal Largo Nuno Tavares S/N 2706-792,1974-05-22
404211815,720174763,Melissa Assunção,942164894,Odivelas Avenida de Vicente 9 6924-415,1972-04-13
757989127,750602463,Ricardo Pacheco,943946179,São Mamede de Infesta Avenida do Maestro Resende Dias 49 7335-570,1995-04-05
374074536,891560604,Kyara-Iara Mendes,959698402,Amarante Av Torres 98 1567-602,1962-11-11
615922397,871861749,Beatriz Rocha,998300762,Santarém Travessa de Reis 32 8495-018,1961-01-05
285496105,508134087,Raquel-Camila Borges,967062177,Viseu Alameda Leandro Vicente 99 4424-913,1945-08-11
312790426,153037269,Miguel Leite,964720016,Vila Real Avenida de Mendes 1 5907-711,1972-05-25
775319674,817270584,Emília Matias,984928161,Caldas da Rainha Rua Ramos 36 5037-990,1980-07-15
330671489,113310393,Rafaela Cunha,971696125,Sabugal Av das Mimosas 7 2313-497,1993-08-04
929112603,590791076,Vera Cruz,933146601,Abrantes Av Azevedo 96 6773-929,1949-02-07
112498980,842934242,Melissa Sá,967339069,Setúbal Rua Fernandes 24 2063-999,1990-06-16
320635609,540890946,Vasco Barbosa,944610288,Valbom Largo Santiago Antunes 11 5481-059,1971-04-06
556885845,431987610,Márcio Coelho,971864997,São Salvador de Lordelo Av de Loureiro 8 9185-467,1979-11-04
249773954,453553733,Enzo Miranda,991022507,Seixal Avenida Castro 9 0179-628,1957-01-07
698961094,902346154,Emma Esteves,999806043,Alverca do Ribatejo Avenida Barbosa 53 8770-786,1958-10-14
208639498,171622169,Sandro Vicente,925640027,Lagos Travessa Lucas Freitas 23 6652-002,2001-10-20
837612097,483963172,Bianca Andrade,998940528,Barreiro Avenida da Rainha 6 3613-164,1996-09-19
493299069,568817645,Gustavo Borges,964305882,Sabugal Travessa Pilar Vicente 96 4188-917,1993-04-24
761615964,680481880,Joaquim Henriques,969768640,Paços de Ferreira R. do Prof. Egas Moniz 75 3880-625,1956-01-15
521109611,281218377,Alice Figueiredo,971076051,Pinhel Av Ângela Jesus 65 7922-907,1972-08-01
437761016,757751623,Edgar Pacheco,921582069,Leiria Alameda de Ramos 540 4529-881,2002-06-15
326586976,272419301,Camila-Naiara Neves,911558136,Gouveia Avenida de 25 de Abril 745 6935-614,1962-05-06
143889150,809564723,Duarte Matos,919432709,Ovar Praça Álvaro Amorim 40 7098-787,1965-07-27
948425264,412339109,Rodrigo Pereira,958089447,Santa Comba Dão Praça Pedro Rodrigues S/N 3572-928,1976-06-09
505070362,609580057,Ema Correia,978683306,Santarém Av Guilherme Mendes 74 1550-836,1987-09-27
166485914,108204082,Luca Azevedo,961188246,Sacavém Avenida Visconde de Alvalade 6 0321-722,1952-08-31
945055036,735274365,José Rodrigues,919076815,Maia Travessa de Maia S/N 8443-183,1958-07-07
614445333,743894428,Wilson Carvalho,930651434,Valongo Avenida de Santa Helena 772 5187-901,2002-04-03
133870630,885042102,Flor-Mariana Sousa,955569044,Felgueiras Av Daniela Matias 822 2462-549,2005-06-24
834537955,140814679,Sofia Freitas,916300014,Fátima Travessa da Alfândega S/N 9643-648,1945-06-28
518488667,999285011,Mateus Mota,945484588,Oliveira do Hospital Largo do Prof. Hernâni Monteiro 25 5531-800,1981-10-02
203994328,146904356,Vitória Assunção,938092699,Leiria Travessa de S. Brás 618 9197-417,1973-04-17
975558827,254759585,Renato Brito,907807377,Quarteira Alameda de Pinto 62 9033-028,1972-11-02
943926092,480535928,Tomás Morais,918321651,Almeirim Avenida Rafael Sousa 6 9406-484,1983-06-25
365513584,480153366,Mariana Castro,961619311,Tarouca Avenida Violeta Campos 121 0777-820,2000-06-01
371546230,422734630,Sara Matos,902434607,Barreiro R. Irina Magalhães 47 2675-181,1975-03-02
834491107,508661377,Samuel Lourenço,944537565,Freamunde Avenida Moreira S/N 6440-760,1964-04-17
628523170,263328773,Carlota Reis,915719737,Silves Avenida de Lopes 10 7455-799,1959-02-19
802787893,388379952,Sandro Lourenço,944371109,Trofa Avenida Sofia Oliveira 50 8659-357,1986-02-17
652307749,576148265,Valentina Fonseca,927814783,Santarém Largo Gabriela Pinho S/N 9976-684,1965-05-24
638287144,981336490,Francisco Valente,946727927,Amarante Alameda de Abreu 35 5449-361,1985-06-27
873842059,320107522,Ivan Torres,936214012,Peso da Régua Rua Lia Assunção 35 4747-913,1974-05-28
627029221,583399079,Nuno Matos-Jesus,984905255,Entroncamento Avenida Freitas 1 5311-147,1968-12-29
626507286,419234478,Alexandre Pacheco,977015329,Trancoso Alameda de Coelho 54 9729-310,1947-12-03
246230206,253496555,Sara Gonçalves,996557801,Anadia Alameda Paiva 427 9590-255,1949-03-30
614067907,769439452,Bianca-Maria Monteiro,994679386,Vila Nova de Foz Côa Travessa Valente S/N 2947-842,1960-09-11
754112525,472999205,Bernardo Machado,990818286,Lamego Rua de Branco 60 5124-557,1996-11-10
